corp_name,year,quarter,자산총계,부채총계,자본총계,매출액,영업이익,분기순이익,부채비율,자기자본비율,ROA,ROE,매출액성장률,영업이익성장률,순이익성장률
태영건설,2024,Q4,4323923757006.0,3796724785337.0,527198971669.0,687831795252.0,13856671719.0,-32308382143.0,720.1692319917422,12.192605635443641,-0.7472005511348605,-6.128309021680851,22.458738457964245,-121.23428381399246,-138.67585508051818
태영건설,2025,Q1,4235789356953.0,3748572098989.0,487217257964.0,635415570429.0,15516196901.0,-38537962359.0,769.3840966663743,11.50239582060988,-0.9098177249003275,-7.90981060893527,-7.620500416645659,11.976362113886928,19.281622299833145
태영건설,2025,Q2,4161401295502.0,3752595256583.0,408806038919.0,563862096779.0,29880151040.0,-74800000000.0,917.9402697929644,9.823759111164614,-1.7974714450358409,-18.297185677049335,-11.260893969231944,92.57393567926597,94.09433042463779
티케이케미칼,2016,Q2,608569906457.0,366994221155.0,241575685302.0,153815360174.0,2678236929.0,2120374382.0,151.91687056427514,39.69563442734399,0.3484191971214108,0.877726737833431,-2.822729642459587,13.12460539879603,-46.0632954427442
티케이케미칼,2016,Q3,607772363072.0,368630515797.0,239141847275.0,131072176643.0,445253892.0,3546239645.0,154.14722266199405,39.34727240084623,0.5834815566597084,1.482902170995618,-14.786028849961607,-83.37511191863638,67.24592011223423
티케이케미칼,2016,Q4,642762217934.0,395571643916.0,247190574018.0,169222084542.0,1393595841.0,-1858279155.0,160.0269935402938,38.457545748804726,-0.28910833635694677,-0.7517597151033288,29.10603064364188,212.98903076180187,-152.40139812942618
티케이케미칼,2017,Q1,645399102953.0,398120757661.0,247278345292.0,187905340076.0,2013509446.0,9030327320.0,161.00106023876734,38.31402060532575,1.399184981615572,3.651887636718245,11.040672134825824,44.48302633819357,-585.9510636871994
티케이케미칼,2017,Q2,639053140756.0,385882198371.0,253170942385.0,177383349320.0,3080590696.0,3621719808.0,152.4196239646588,39.61657117990199,0.5667321818832632,1.430543242396439,-5.599623061135084,52.99608860141398,-59.89381470172446
티케이케미칼,2017,Q3,654339239403.0,390710472484.0,263628766919.0,170172606920.0,2358235137.0,9948183793.0,148.20479458679327,40.28931035215421,1.5203403974483376,3.773557760506683,-4.065061589851815,-23.448605487835305,174.68121004351312
티케이케미칼,2017,Q4,631962163817.0,379079228864.0,252882934953.0,178929206156.0,2027065339.0,-2389869990.0,149.90304859220905,40.01551824330869,-0.3781666256038779,-0.9450499261423763,5.145716102308162,-14.043120331982395,-124.02317890107359
티케이케미칼,2018,Q1,651998425224.0,396666171267.0,255332253957.0,171146575373.0,5317413111.0,2879796258.0,155.35294312398221,39.161483230466125,0.4416876094463909,1.1278623101353191,-4.349558660767039,162.3207554633245,-220.50012218447083
티케이케미칼,2018,Q2,693801953302.0,418715021461.0,275086931841.0,196004647773.0,14195376676.0,14788456604.0,152.2118912224507,39.64920112025966,2.1315097966527112,5.375921169729617,14.524434594045399,166.96020000090607,413.52440516991595
티케이케미칼,2018,Q3,738136601147.0,490757886177.0,247378714970.0,213414704872.0,19449687013.0,11890443725.0,198.3832304394155,33.51394776869146,1.6108730696355236,4.806575103457051,8.882471562186222,37.01423679643116,-19.59645253458121
티케이케미칼,2018,Q4,683205858406.0,423603642459.0,259602215947.0,208468272911.0,15581922590.0,-1274387316.0,163.17412427075826,37.99765659982522,-0.18653050179828615,-0.49090001460549054,-2.3177559221922994,-19.885998270382554,-110.71774397553023
티케이케미칼,2019,Q1,668000000000.0,399000000000.0,270000000000.0,190000000000.0,10400000000.0,7270000000.0,147.77777777777777,40.41916167664671,1.0883233532934131,2.6925925925925926,-8.859032913312682,-33.2559898181345,-670.4702101727447
티케이케미칼,2019,Q2,685000000000.0,404000000000.0,281000000000.0,158000000000.0,5160000000.0,5460000000.0,143.77224199288256,41.021897810218974,0.7970802919708029,1.9430604982206408,-16.84210526315789,-50.38461538461539,-24.89683631361761
티케이케미칼,2019,Q3,711046921878.0,420964234033.0,290082687845.0,141000000000.0,1080000000.0,2520000000.0,145.11870293270792,40.79656052498485,0.3544069909400967,0.8687178192952048,-10.759493670886078,-79.06976744186046,-53.84615384615385
티케이케미칼,2019,Q4,680221626652.0,408539886652.0,271681740000.0,130892616995.0,-7003717873.0,-5753175505.0,150.3744368878085,39.94017969366796,-0.8457795635397098,-2.1176158195247132,-7.168356741134751,-748.4923956481482,-328.3006152777778
티케이케미칼,2020,Q1,705492781732.0,420863898858.0,284628882874.0,120615154791.0,-6083935086.0,-4714183227.0,147.86408695013174,40.34469100806814,-0.6682114047186392,-1.6562560972025044,-7.851827276394507,-13.132778956528934,-18.059457374401788
티케이케미칼,2020,Q2,674020352276.0,401581931539.0,272438420737.0,93831698509.0,-9583306797.0,-12614553651.0,147.40282609649594,40.419910143223845,-1.8715389837122534,-4.630240337201753,-22.20571397384511,57.51822893463397,167.58725835583647
티케이케미칼,2020,Q3,680340012302.0,410444733647.0,269895278655.0,104628543437.0,-3953586590.0,2297035679.0,152.0755515592626,39.6706461144012,0.33763054317910024,0.8510840539512512,11.506607148291593,-58.74506917343345,-118.20940908850869
티케이케미칼,2020,Q4,678929481218.0,411702207528.0,267227273690.0,110227298556.0,-1176335308.0,13676333895.0,154.06444179256934,39.36009277584972,2.014396822253859,5.117866041946521,5.351078142812127,-70.24637550685338,495.39057316488464
티케이케미칼,2021,Q1,760342121335.0,437277024703.0,323065096632.0,126790755086.0,7465527991.0,46725846733.0,135.3526051751414,42.489438315579044,6.145371329811282,14.463291522397084,15.02663745459123,-734.6428556746168,241.6547672185946
티케이케미칼,2021,Q2,876950455474.0,472640216831.0,404310238643.0,161008610652.0,15710960406.0,56006555214.0,116.90038283901447,46.1041141057925,6.386513042373407,13.852371238971509,26.987658163870563,110.44674167641197,19.862044521165465
티케이케미칼,2021,Q3,1071425067000.0,505552623887.0,565872443113.0,185174810194.0,15245979911.0,142513156218.0,89.34038581307013,52.8149341042998,13.301271419478558,25.18467862368433,15.009259097472881,-2.9595930674131465,154.45799277148876
티케이케미칼,2021,Q4,1148739179644.0,480900780691.0,667838398953.0,220929104930.0,28093611446.0,105587169531.0,72.0085549805057,58.136643268314955,9.191570323536975,15.810287293532943,19.30840090968189,84.26897851105268,-25.910580936482052
티케이케미칼,2022,Q1,1303963426900.0,504788347575.0,799175079325.0,201760175287.0,22526038082.0,116820169279.0,63.163674723360344,61.28815140352001,8.958853206237881,14.617594104369317,-8.67650717594386,-19.817933962323377,10.638602964635812
티케이케미칼,2022,Q2,1441206067383.0,519431481597.0,921774585786.0,203999118491.0,5476085892.0,93997221540.0,56.35124786545066,63.95855572963243,6.522122246590589,10.197419519854552,1.1097052234491533,-75.68997321204121,-19.53682132106166
티케이케미칼,2022,Q3,1584359583987.0,550874312020.0,1033485271967.0,160925836175.0,-14407804899.0,45878880270.0,53.3025798201786,65.23047434511432,2.8957365950062286,4.439238904941545,-21.114445314576347,-363.10407073870635,-51.19123787028482
티케이케미칼,2022,Q4,1431444770374.0,483514905473.0,947929864901.0,186662362445.0,-13113518769.0,18535084152.0,51.00745565427432,66.2218958439682,1.2948515049698532,1.9553223121560548,15.992787038877099,-8.983229153039352,-59.59996398578191
티케이케미칼,2023,Q1,1437871045056.0,472867027145.0,965004017911.0,129328826372.0,-11362329356.0,-6771891721.0,49.001560446208565,67.11339109505585,-0.47096655463538173,-0.7017475155864641,-30.7151025638033,-13.354077146248223,-136.53553264428686
티케이케미칼,2023,Q2,1419653585521.0,471522433674.0,948131151847.0,113509184946.0,-9836869995.0,-15699065062.0,49.731773157695976,66.78609215071609,-1.1058377354950706,-1.655790449603681,-12.232107775026545,-13.425586543083835,131.82687657743193
티케이케미칼,2023,Q3,1424398288250.0,482220948324.0,942177339926.0,107450846887.0,-15715023870.0,-13660094865.0,51.18154808964886,66.14563831606036,-0.959008093289879,-1.4498432817406628,-5.337310863329825,59.756344019874376,-12.98784474710778
티케이케미칼,2023,Q4,1372242761413.0,422880082353.0,949362679060.0,66028501454.0,4912650594.0,27214784492.0,44.54357556710672,69.18328926599257,1.9832339624788329,2.866637281228117,-38.550040909925585,-131.260853528694,-299.22837111278
티케이케미칼,2024,Q1,1409351185224.0,433604792277.0,975746392947.0,92429292252.0,-2614969937.0,9266396722.0,44.4382675059043,69.23372990188507,0.6574938041810504,0.9496726597177723,39.98393150932345,-153.22930843471258,-65.95087231087966
티케이케미칼,2024,Q2,1497450672614.0,453104691960.0,1044345980654.0,87481281331.0,3957502866.0,25432543672.0,43.38645433156669,69.74159481533736,1.698389411893221,2.435260358456438,-5.353293096207745,-251.34028158427734,174.45990534399223
티케이케미칼,2024,Q3,1525271971998.0,449031109589.0,1076240862409.0,84043402912.0,-1416250640.0,81777444434.0,41.722176259309904,70.5605873685071,5.361499190657601,7.5984333331252385,-3.9298446098339768,-135.7864716199551,221.54646223622927
